"","job_id","jobbank..Job.Title.","industry","jobdesc"
"241",241,"Financial Analyst I - III","Other Great Industries","Provides financial guidance to management through the analysis of products, operations, capital requests and strategic projects. Assists in supporting cross-functional projects and teams by identifying benefits and costs. Essential Functions Essential Functions• Performs analyses regarding financial and/or operational performance on such issues as productivity, operational statistics, cost trends, and revenue trends. • Assists with assigned projects by performing, analyzing, and tracking financial, statistical, and computer modeling techniques to support department recommendation. • Maintains analysis models to support recommendation provided to management. • Performs interim forecasts and systems integrating expense, capital and budgeting. • Coordinates and analyzes the annual business plan, capital plan and Long Range Outlook (LRO). Performs periodic updates and presents operating changes to management. • Reviews financial plans for completeness and consistency with established objectives and priorities to include monitoring accomplishments of plans. • Assists management in determining and defining the business impact (both operational and economic) on the operation of proposed systems, capital investments, and/or product changes. Prepares, reports on, and tracks feasibility/profitability studies related to proposed corporate programs and strategies. • Defines data needs and creates databases used for analyses by establishing links and interfaces between various databases of company and corporate–wide computer based information and reporting systems. Minimum Education

Job Requirements

• Bachelor’s degree in Finance, Economics, Business or related field required; Master’s Business Administration preferred. Minimum Experience Minimum Experience• None required. Required Skills, Abilities and / or Licensure Required Skills, Abilities and / or Licensure• Software skills, including use of Microsoft Office software and web-based applications. • Verbal and written communication skills necessary to explain complex and/or confidential information. • Time management, organizational and multi-tasking skills necessary to work in a fast-paced environment, handling. various tasks and changing priorities, while maintaining a high attention to detail and accuracy to achieve daily. assignments and goals. • Ability to analyze, review, and make recommendations. • Knowledge of financial analysis applying common financial metrics and methodologies (i.e., Return on Investment (ROI), Net Present Value (NPV), allocation and fixed/variable methodologies). Other Job Description Information Candidates with the following knowledge, skills, and abilities preferred: • Engineering mindset (continuous improvement, detail oriented, process automation, analytical, etc.)• Data analysis and related programming languages such as SQL, SAS, etc.• Experience in using data visualizations to help explain trends, root causes, etc.Some responsibilities will include:• Developing the annual Plan and Strategic Outlook for all direct field costs including field management staffing for FedEx Ground field locations. • Analyzing field cost variances against Plan and prior year’s results. • Providing field forecasts and quarterly direct field costs for Guess. • Completing adhoc reports and/or projects for upper management on direct field cost results and reasons for variance. This position may be domiciled in Pittsburgh, PA or Brookfield, WI FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforceSearch Engine Description: Accounting/Financ"
"242",242,"Financial Analyst","Accounting - Finance, Banking - Financial Services, Credit - Loan - Collections","Ref ID:00350-9501556199Classification:Account Executive/Staffing ManagerCompensation:$18.00 to $20.00 per hour
Job Requirements

We are seeking a goal-oriented and outgoing entry-level Financial Analyst for a long-term project, with a potential for hire, with a leading financial firm in Tustin! You will be joining a fast-paced finance team to gather accurate and timely client reporting and internal metrics. For the right candidate, this will be a contract-to-hire opportunity as the client is looking for someone who will grow within the company. Reporting: - Engage across all levels of the organization in building, refining and delivering on reporting and analytical projects. - Support Account Managers in all periodic and ad-hoc KPI reporting needs (Excel, Power -Point Decks) for specific accounts and distribution to clients. - Liaise with the Business Intelligence team to ensure correctness of KPI dashboard reporting in Domo. - Work with Account Management to identify data inaccuracies, process inefficiencies and drive corrective actions Analysis: -Responsible for understanding, cleansing, interpreting, and analyzing data - Own analysis on day-to-day client operational metrics, review data, financial trends to identify, communicate, and take action to drive KPI and process improvement - Engage in variance analysis on specific client results (P L?s), analyzing key performance drivers; maintain understanding of client KPIs company profitability - Provides input for business decisions Requirements: - Bachelors degree in Finance or Economics preferred - Can demonstrate up-to-date expertise in financial data analysis, Excel, and applies this to identify opportunities for new business, KPI and process improvement - Strong analytical skills and data-driven thinking - The ability to review data, find insights and anomalies, and explain them to stakeholders - The ability to work through data quality issues - The ability to work through problems and develop creative solutions - The ability to manage and prioritize multiple projects with minimal supervision - Systems understanding or able to learn systems quickly is a plus Interview Process Once we know that you're interested, an Accountemps recruiter will review your resume and contact you to better understand your skills and tell you more about the opportunity. We will meet qualified candidates immediately to get you in front of the employer(s) - we will move quickly! Not ready to apply, but want more information? Contact Kevin Su at [Click Here to Email Your Resumé]Accountemps matches highly skilled professionals with accounting finance jobs at the best companies on a temporary and temporary-to-hire basis. Our mission is to provide you with a rewarding finance or accounting job that is well matched to your professional skills  helping you to advance in your career. Our experience, combined with the resources of our worldwide network of offices, makes Accountemps a great resource for your career. We offer excellent opportunities to find temporary accounting and finance jobs for all experience levels. From accounting clerks and bookkeepers to accounts payable and staff accountants, we can provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine's list of ""World's Most Admired Companies"" since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.Contact your local Accountemps office at 888.670.5403 or visit www.accountemps.com to apply for this job now or find out more about other job opportunities.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Accountemps. An Equal Opportunity Employer M/F/Disability/Veterans By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use."
"243",243,"Financial Analyst","Accounting - Finance","Great opportunity for a Financial Analyst or Senior Analyst or Senior Accountant to join a growing team within a global organization. Full P&L ownership for a handful of established commercial relationships.Client DetailsWe are an international FS firm, looking for candidates with strong data analytics backgroundsDescriptionThe Senior Financial Analyst role leads financial planning, forecasting, and analysis supporting strategic goals through highly organized processes and modeling of key performance indicators. Full P&L ownership and responsibilities in all aspects of Finance & Accounting. Leading staff members and ensuring quality of the team's work is an integral component of this position. Deep-dive large sample size data analytics.ProfileBachelor's degree in Business, Finance, or a related field required; advanced degree preferred. Minimum five (5) plus years progressively responsible related experience is preferred. Experience and technical knowledge in a wide range of finance-related areas, including financial planning, analysis and reporting. Strong accounting background; will own full P&L responsibility for commercial relationships, including FP&A and month-end close. Strong modeling and analytical skills utilizing spreadsheet software (Excel) and large ERP experience preferred.Job OfferCompetitive salary commensurate with experience. This is a bonus eligible role with good benefits."
"244",244,"Financial Analyst","Other Great Industries","Overview
Contribute to a Safer, More Secure, and More Sustainable World. At UL, we know why we come to work. Thousands of us around the world wake up every day with one common purpose – to make the world a safer, more secure, and more sustainable place to live. We clear the way for our customers to introduce the latest products, technological advances, and systems in an increasingly complex world so they can provide peace of mind to the market. Our integrity is woven throughout our company and shapes the way we approach and deliver our solutions. We are proud that the work we do every day has a meaningful contribution to society. We continue to build upon our legacy of trusted expertise and partnership to keep our communities safe and secure as we march forward into the future. This helps us to sleep better at night, and we are confident that the millions of people we touch rest easier too.

Responsibilities

Under general supervision, responsible for complex and interpretive financial research and analysis for middle and senior management for use in the development and measurement of business strategies and tactics. Responsible for the creation, development and implementation of reporting and visual management to analyze operating performance within a SaaS environment.  Work with Product/Service line Managing Directors to develop KPI’s to drive financial performance.Creates the data extractions from multiple financial, sales & operations systems to analyze performance and compilation of reports.
Assist with the creation of data capture processes to drive statistical modeling
Provides data visualization in appropriate formats for :: All Hands communications, Functional / Department KPI’s, Product Line data analytics, Monthly / Quarterly / Annual presentations to C-Suite & BoD.
Calculates the financial impact of opportunities, which may include projected returns on investment, or payback periods for proposed capital expenditures or other investments.
Provides periodic reports and special studies for middle and senior management evaluating various product lines financial performance.
Interprets the positive and negative impacts financial budgets and forecasts will have on the company and recommends solutions.

Qualifications

University Degree in Finance or a related discipline plus generally four years of directly related work experience.
Very strong with financial modeling skills in Excel
Presentation, interpersonal, organizational and analytical skills
Demonstrated ability to interpret financial risks and gains when analyzing financial data.
Demonstrated ability to analyze financial data and calculate the financial impact opportunities would incur on the company.
Demonstrated ability to extract data from a Financial System.
Ability to work with large sets of data. A Data scientist background a plus.
Detailed knowledge of statistics."
"245",245,"Senior Financial Analyst","Other Great Industries","Job description General Summary: Senior Financial Analyst job located in Mebane, NC. This position will be responsible for all weekly and monthly variance reporting, budgeting and forecasting, extensive financial and data analysis and projects involving the Company’s Finance department right outside of Durham, North Carolina. The successful candidate must enjoy working with data but also have the ability to understand the business implications of the data and communicate recommendations to senior management.  We are looking for an enthusiastic, organized, highly analytical individual that can work with minimal supervision and be a business partner able to explain the finance function to non finance employees around the US. Principal Duties and Responsibilities: Provides complex financial analysis support to product, marketing and management teams on a regular and ad hoc basis that includes cost/benefit analysis, opportunity/profit analysis and product forecasting.
Performs monthly and year-to-date variance analysis for actual results to budget and forecast.
Prepares monthly management financial reporting package including P&L, Balance Sheet and Statement of Cash Flows and related variance analysis.
Assists with the development, implementation, automation, and maintenance of budgeting, general, and cost accounting systems.
Assists in the analysis, preparation, and presentation of financial reports and statistics to management.
Ensures that financial statements and budgets of each legal entity are correctly stated, including comparison of actual results to budget on a monthly basis.
Reviews and recommends enhancements to financial reports and finance processes as needed.
Coordinates financial data and activities in the preparation of periodic audits by external organizations.
 Performs other duties and projects as assigned"
"246",246,"Financial Analyst","Insurance","Financial Analyst A large international company with North American headquarters in Portland has an immediate need for a Financial Analyst to assist with QA analysis functions. This is an opportunity to gain a wide-range of experience in a large finance organization.Responsibilities of the Financial Analyst Perform QA on financial transactions and give feedback to team. Execute QA testing strategies. Review department work products for quality. QA data gathering and reporting. Develop testing strategies and documentation. Document testing processes. Assist with continuous development and implementation of process improvements.Financial Analyst Qualifications Bachelor's degree in Finance, Accounting, or Business; will accept equivalent education and experience. CIA, CPA, ASQ or Six Sigma certifications preferred. 3+ years of accounting, QA, financial or insurance auditing experience. Intermediate knowledge of GAAP and QA standards/compliance. Experience with control frameworks and risk analysis models. MS Office Suite experience, with advanced data analysis skills in Excel and Access. ERP systems knowledge. Excellent interpersonal and communication skills, with ability to interact at all levels of the organization. Organized multitasker with strong attention to detail and accuracy. Strong analytical and problem-solving skills. Can work independently and as part of a team. Benefits Benefits are available to eligible VanderHouwen contractors and include coverage for medical, dental, vision, life insurance, short and long term disability, and matching 401k.About VanderHouwen  VanderHouwen is an award-winning, Women-Owned, WBENC certified professional staffing firm. Founded in 1987, VanderHouwen has been successfully placing experienced professionals throughout the Pacific Northwest and nationwide. Our recruitment teams are highly specialized in either Technology and IT, Engineering, or Accounting and Finance career markets. Our recruiters value building meaningful, professional relationships with each candidate as well as developing honed knowledge of companies' staffing needs and workplaces. Partner with us to land your next exciting career"
"247",247,"SSP Revenue & Reconciliation Analyst","Managed Care","Careers at EmblemHealth: For nine decades, EmblemHealth has been making quality health care accessible and affordable for New Yorkers, and helping to make life better in the communities we serve. Our employees are proud of that legacy and want to make health care better for everyone. Here we inspire success while helping employees build meaningful careers. We offer competitive health and welfare benefits, retirement benefits, and incentive pay plans. Join us for a rewarding experience.Summary:Work independently to oversee SSP revenue initiatives.  Provide guidance and assistance to management in identifying business solutions and resulting databases to support SSP Revenue Maximization Initiatives.  Such business applications may include: Medicaid SSI/LBW Baby Disenrollment process, SSP third party coverage oversight, Enrollment and Billing analysis and other eligibility related revenue maximization reconciliation functions.Principal Accountabilities:• Coordinate and assist on the monthly Medicaid Revenue Reconciliation, active to paid membership implementation of internal cross functional processes, databases and measurement tools for the SSP.• Monitor SSP Payments month over month. Achieve maximum payment and collection percentages.• Administer the Denied Premium reconciliation process.  Reconcile the payment of monthly Medicaid premium denials.  Ensure correction of enrollment in the Enrollment & Billing System (Facets) Coordinate the process with the Billing, GAP and IT departments to ensure payment of premiums• Identify trends or patterns causing members not to bill, denials from the State or other reasons for non-payment, make recommendations for system or process improvements. Identify system limitations and suggestions for correction. .• Monitor and manage the vendor;, CTS, on accurate monthly and weekly billing,  including systemically returning of overpayments to NYDOH• Identify and implement other eligibility related revenue maximization and reconciliation functions as required for other SSP lines of business; EP, CHP and QHP.  Provide guidance and support to management team.• Ensure compliance with all SSP regulations, participate in State Weekly Technical Calls,  raise concerns where payments are impacted.

Job Requirements

Qualifications:• Bachelors Degree in Business, Health Care Administration or related field required.• 3 to 5 years of related business background in project management and/or data analysis.• 4Years direct experience in SSP enrollment and New York Statereimbursement methodology in either a managed care plan or health careprovider setting preferred.• Applicant should havedemonstrated systems skills including but not limited to ACCESS, EXCELand data warehouse reporting expertise.Dependingon factors such as business unit requirements, the nature of theposition, cost and applicable laws and regulations, Emblemhealth mayprovide work visa sponsorship for certain positions.We are committed to leveraging the diverse backgrounds, perspectives and experiences of our workforce to create opportunities for our people and our business. We are an equal opportunity/affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status or any other characteristic protected by law."
"248",248,"Senior Finance Administrator","Accounting - Finance, Banking - Financial Services","Ref ID: 04120-0010634834Classification: Portfolio AdministratorCompensation: DOERobert Half is hiring outstanding candidates for a family office investment group. We are looking for an agile and savvy Controller (Senior Finance Administrator) with stellar intuitive, analytical and support skills to report to the CEO. The environment is fast-paced with multiple overlapping deadlines. Changing priorities will be required, along with a great attitude and mental focus. You will learn the business and executive needs thoroughly, to ensure all details are covered in your day-to-day functions. This position requires completion of complex duties and projects and a processing of confidential and detailed information that must remain secure in your possession. The Controller will assist with month end closing, complete audit schedules, account reconciliations, Accounts Payable (A/P) and Accounts Receivable (A/R) processes. The Controller position is a direct hire opportunity and is in the North Dallas area. Ideal candidates should send their resume to Jarrett Karrington at [Click Here to Email Your Resumé] or connect with me at www.linkedin.com/in/jarrett-karrington-162a5440/ Responsibilities ? Liaison and interface with CEO/Owners? private wealth management team including financial planners, attorneys, accountants, etc. ? Responsible for the review, documentation and maintenance of all relevant financial records (banking, credit, investment) for tax preparation purposes ? Ability to analyze and manage tax related documents, such as K-1s, and provide relevant feedback to CEO/Owners ? Monitor banking, credit and investment accounts of CEO/Owners ? Prepare and/or reconcile financial month-end and quarterly variance reports pertaining to private investment accounts ? Review and audit of financial statements and reports with relevant feedback to CEO/Owners ? Data Analysis ? Upload and reconcile monthly bank statements in QuickBooks ? Upload and reconcile monthly credit card statements in QuickBooks ? Review P L from QuickBooks on a monthly basis with CEO/Owners to ensure proper categorization of entries ? Manage office payables/receivables ? Develop reports, projections and project presentations, as needed ? Manage 3rd party vendor and contractor relationships ? Provide back-up support to Executive Assistant/Personal Assistant, as needed (i.e. Executive travel prep, scheduling of meetings, appointments, personal errands, etc. ? Participate in the review and analysis process for incoming business investment opportunities for viability and potential for success ? Accelerate the investment and business development process by organizing, tracking, and reporting milestones and progress ? Manage and execute on business-related projects ? Conduct business research on complicated strategic issues ? Participate in business meetings and take notes; provide CEO with meeting recaps ? Interface with contractors, attorneys and vendors on behalf of CEO/Owners ? Coordinate flow of information between executive management, business groups, and attorneys ? Schedule and organize ad hoc meetings and agendas for all participants and coordinate all logistical requirements for meetings and events ? Represent company and Owners with highest degree of professionalism and decorum

Job Requirements

Skill Requirements: ? Has solid command of Microsoft Office Applications (Excel, PowerPoint Word) ? Excellent Excel Skills ? Experience and solid proficiency in QuickBooks ? Is technologically savvy ? Strong written and verbal communication skills ? Attention to detail ? Aptitude for logical thinking ? Demonstrated ability to analyze and synthesize large amounts of data and information ? Commitment to professional ethics ? Demonstrated experience working with sensitive and confidential information ? Can multi-task across myriad tasks and timelines ? Is performance driven, highly motivated and desires to succeed ? Experience in research and report writing ? Ability to interpret operational and financial data, financial statements, and to prepare clear, concise management reports ? Can demonstrate strong interpersonal skills with an ability to work within both an internal independent environment and an internal/external team environment ? Possesses solid project management skills ? Has Fast keyboarding (65wpm) and note-taking skills Education and Experience Requirements: ? Bachelor's degree in Accounting, Finance or related field required; ? 7-10 years proven work as a Finance Administrator, Finance Assistant or similar role; ? OR equivalent combination of education and experience Additional Requirements: ? May work flexible schedule to adapt to executive?s needs, including some Sundays ? Up to 15% travel may be required ? Small family office experience preferredRobert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine's list of ""World's Most Admired Companies"" since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.Apply for this job now or contact our nearest office at 844.539.2523 for additional information.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use."
"249",249,"Sr. Financial Analyst","Accounting - Finance, Banking - Financial Services","Ref ID: 02210-0010682433Classification: Sr. Financial AnalystCompensation: $90,000.00 to $93,000.00 per yearOur client is currently looking to hire a senior planning analyst due to growth. Our client is the world leader in their industry and they have global revenues exceeding $15B. This is a very exciting opportunity to join and work with a global leader. This senior planning analyst role offers significant career exposure to senior and executive leadership and will work as the senior planning and business analyst to support their North American Headquarters, If you are hired as the senior planning analyst, you will report to their senior manager and be responsible for the following: Supporting their annual business plan and 3-year strategic plan; Preparing monthly management reports, variance analysis, trend analysis, and variance explanations; Support their implementation of a new business intelligence, data modeling tool; Conduct, perform, and analyze business scenarios and data modeling; Preparing and presenting senior leadership presentations for monthly, quarterly, and annual business reviews; Work cross functionally with other cost and profit centers to support their budgeting, capital expenditures and monetary requirements; Other ad hoc duties assigned. Our client offers an exceptional work environment. The opportunity to advance based on your performance and growth and excellent benefits. For immediate and confidential consideration please forward your resume to [Click Here to Email Your Resumé] or call Jeff Sokolowski directly at 248.368.6440.

Job Requirements

For consideration for the senior planning analyst position, candidates will need to have 3 or more years business analysis experience including the following: budgeting, forecasting, variance analysis, business modeling, trend analysis, variance explanations including working with department heads to understand causes and action plans, and strategic planning. The right person should be comfortable working with both senior and executive leadership. Our client is also preferring someone who is comfortable working with a data analytics tools (e.g. Tableau, Domo, etc.) This company is requiring candidates have their Bachelor's degree or higher in finance, accounting, or economics and preferring candidates with their master?s degree of CFA.Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine's list of ""World's Most Admired Companies"" since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.Apply for this job now or contact our nearest office at 844.539.2523 for additional information.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use."
"250",250,"Sr. Financial Analyst","Healthcare - Health Services","Join a team of dynamic, results oriented professionals!Named among ""The World's Most Admired Companies"" by Fortune MagazineNamed among ""America's 100 Most Trustworthy Companies"" by Forbes magazineNamed among ""Great Places to Work"" by Becker's Hospital ReviewCareer Growth Opportunities
Convenience market on site
Benefit Eligibility (Medical/Dental/Vision/Life) the first of the month following 30 days of employment
401K program (Discretionary matching funds available)
Employee Assistance Program
Referral Program
Dental plans & Vision plans
GENEROUS Personal time off
Eight Paid Holidays per year
Business casual dress code
Free Parking
Free coffee daily
Fitness Center with personal trainer on site
Awesome Facility with terrific amenities
Wellness programs
JOB OVERVIEW: This position works directly with executive and senior management on various analytical data projects. It supports payer disputes and reporting by compiling and thoroughly reviewing data for litigation purposes and/or financial assessments. Primary responsibilities include preparing accurate claims files for litigation, financial analysis of payer reimbursements, practice revenue assessments, and general data analytics.ESSENTIAL FUNCTIONS:Create reports and compile data from various sources; cleans and formats data into comprehensive reports; updates reports as needed.
Supports Director of Finance with data compiling, managing large data files, and financial assessments.
Prepares detailed and summary level reporting for Managed Care and internal/external legal counsel.
Design and develop new reports to support various business needs.
Assess revenue cycles of new or existing hospital contracts and acquisitions for budgeting purposes and/or financial issues.
Troubleshoots data and conducts analysis using critical thinking and advanced problem-solving skills.
Reviews data trends and communicates findings to Revenue Analysis, Managed Care, legal counsel, and Revenue Cycle and/or Operational leadership, as appropriate.
Complete special projects and other duties as assigned.
PHYSICAL AND ENVIRONMENTAL DEMANDS:Job performed in a well-lit, modern office setting
Occasional lifting (10 pounds or less)
Prolonged sitting
Prolonged work on a PC/computer
Occasional or periodic travel (<20%)
Periodic evening or weekend work when needed
Moderate stress
May require work-related testimony in various legal depositions
This position may require manual dexterity and/or frequent use of the computer, telephone, 10-key, calculator, office machines (copier, scanner, fax) and/or the ability to perform repetitive motions and/or meet production standards to comply with the essential functions. Also, may require physical and/or mental stamina to work overtime, additional hours beyond a regular schedule and/or more than five days per week.JOB QUALIFICATIONS:Bachelor's Degree in management sciences, business or related field
General understanding of Emergency Department, Hospital Medicine, Anesthesiology, and Clinic operational processes and reimbursement preferred
Intermediate to advanced computer proficiency in Microsoft Excel (ability to create and work with pivot tables, write formulas, chart customization, etc.,)
Two years of healthcare financial analysis experience
Knowledge of Managed Care/Medicare concepts and reimbursement methodologies
Experience with GE Centricity preferred
Excellent organizational and analytical skills
Ability to quickly learn new concepts and technical skills
Impeccable attention to detail when following set instructions and reviewing reports for accuracy
Experience in coordinating simultaneous assignments from various levels across the organization by assessing project deadlines, establishing work priorities, and coordinating work schedule
Demonstrated ability to communicate effectively (both orally and written), particularly the ability to explain complex data analyses in easy to understand terms
Excellent interpersonal and customer service skills, professional demeanor
Ability to work well with others, and work with minimal direction/supervision
Ability to work under time-sensitive deadlines, handle stress and conflict
Resourcefulness, ingenuity, strong decision making and problem-solving skillsCooperative, positive, courteous and professional behavior and conduct is an essential function of every position. All employees must be able to work with others beyond giving and receiving instructions. This includes getting along with co-workers, peers and management without exhibiting behavior extremes. Job functions may require personal leadership skills such as conflict resolution, negotiating, instructing, persuading, speaking with others as well as responding appropriately to job performance feedback from the supervisor. Additionally, the information contained in this job description has been designated to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this position."
"251",251,"Senior Financial Analyst - Operations","Other Great Industries","Are you a driven business / financial analyst with 2+ years of related experience? We’re seeking a driven and motivated Senior Financial Analyst – Operations to provide analytical and decision support to major accounts. You will be conducting analysis of financial/sales data, utilizing various tools and systems to drive profitable growth.

Job Requirements

BS in Finance, Economics, or similar is required
Minimum 2-4+ years financial analysis experience required
Knowledge of various reporting and analytics tools, Strong Excel Skills.
Responsibilities: 
Strategic data analytics and decision support for the company sales & marketing team 
Compensation Analysis, Sales territory forecasting and pricing analysis
KPI development and reporting 
Performance and revenue reporting and analysis
Ad hoc analytics and advanced modeling"
"252",252,"Senior Financial Operations Analyst","Other Great Industries","Summary:We are looking for a Senior Financial Operations Analyst to join the team! Sr. Financial Operations Analyst will be part of the Global Sales Excellence team bringing actionable value to international business units. This individual will partner with key stakeholders across the organization to make data-driven decisions on topics, including, but not limited to: strategy, financial structure, accounting, performance, forecasting, territory optimization, sales incentive design, and process improvement. This role will work on strategic initiatives, become a key business advisor, and be passionate about driving progress in our systems, tools, and process.Job Details:  Responsibilities: Partner with international business units to create culture promoting data driven decisions. Collaborate with business units globally to identify and develop scalable and organization-wide reporting and analytics solutions. Manage and improve upon existing operational processes Build, analyze & maintain financial & data driven models Produce & automate regular cadence quarterly reporting as required Develop and improve the functional areas of data management, forecasting, sales opportunities, dashboards and reports Work with leadership on ad-hoc strategic operational projects Requirements: Critical Thinker 5+ years relevant experience in Sales Operations/Finance Professional level in Excel/Tableau etc. Excellent analysis, reporting, and presentation skills Experience with technical aspects of CRM/Salesforce Strong analytical experience in financial modeling, data analysis and insights Ability to think globally and strategically, then roll up sleeves to execute Ability to prioritize tasks efficiently & solve problems independently High degree of attention to detail Demonstrated ability to build collaborative relationships with other departments Bachelor’s Degree with a technical or quantitative focus, CPA/CMA Preferred Global Payments Inc. is an equal opportunity employer. Global Payments provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex (including pregnancy), national origin, ancestry, age, marital status, sexual orientation, gender identity or expression, disability, veteran status, genetic information or any other basis protected by law. Those applicants requiring reasonable accommodation to the application and/or interview process should notify a representative of the Human Resources Department."
"253",253,"Statistician III","Biotechnology, Pharmaceutical, Other Great Industries","Statistician III
Responsibilities:
ECD Statistics is looking for a motivated and experienced statistician with a solid background in nonclinical statistics, strong consulting skills, and an interest in collaborating with research scientists in drug discovery and development.
Work closely with research scientists seeking to Client new medicines in a variety of therapeutic areas by supporting the design and analysis of preclinical experiments covering all aspects of drug discovery from disease target identification, pharmacology studies, animal model development, biomarker development and demonstration of proof of concept.
Focus will be on both ""platform "" approaches (ie ensuring robust assay methods) as well as specific project approaches.
Collaborate with preclinical scientists across research units (Immunology & Inflammation, Internal Medicine, Rare Disease, CTI) to design, analyze and present experiments.
Bring innovative statistical thinking and methods to help drive the enhanced quantitative drug discovery and development paradigm within company.
Ensure rigorous approaches are taken to ensure good scientific practices are followed: excellent statistical methods utilized and documented in protocols, analysis plans and manuscripts, and assay methods are appropriately blinded, randomized and designed to meet clear objectives.
Serve as a core member of scientific teams responsible for determining strategy and delivering results in a timely and high quality manner.
Work with scientists to understand the biology and improve existing biomarkers, endpoints, derive new endpoints, and develop 'fit-for-purpose' statistical models.
Use statistical expertise to prepare both internal and external reports, presentations and manuscripts, with the aim to improve the quality of internal decision making and increase our influence on the external environment.
Standardize processes and methodologies within and possibly across therapeutic areas may include developing statistical tools to aid scientists in standardize analyses.
Provide statistical expertise on regulatory submissions and ensure quality of deliverables.


Statistician III

Job Requirements

Statistician III

W2 ONLY!!!
Qualifications:
PhD in Statistics/Biostatistics and at least 3-5 years of pharmaceutical experience or a MS in Statistics/Biostatistics and at least 5-8 years of pharmaceutical experience.
Master's or PhD in biology; Bachelors OK if they have PhD in Statistics.
Need to know how biological pathways work.
Have published statistical papers.
Strong pre-clinical and non-clinical experience is required.
Need to understand the ""language "" of biologists.
Must have strong technical competence.
Capability to provide statistical leadership to cross-functional teams.
Sound understanding of design of experiments, assay development, and statistical applications for preclinical research.
Good knowledge of drug development regulations pertinent to statistical analysis.
Preferred candidates will have good computational skills in SAS, R, or S-Plus.
Genuine interest in understanding drug target biology in order to provide effective statistical consultation with biological scientists.
Interest in biology, graduate level training preferred.
Statistician III"
